S.No.,Articles,Result
641,"CM urges Lalu to expedite state?s railway projectsMADHYA PRADESH Chief Minister Shivraj Singh Chouhan met the Railway Minister Lalu Prasad Yadav at his Rail Bhawan office today.Chouhan urged Yadav to expedite various railway projects in the State and also start some new trains. The Chief Minister wanted the Damoh-Bina shuttle to be extended to Bhopal, a third line for Bina-Itarsi stretch anda new rail line from Indore to Manmad so as to reduce the distance between Bhopal and Mumbai.The Chief Minister wanted the Gondia-Jabalpur line broad gauge conversion work to be expedited and the work on Lalitpur-Satna line via Khajuraho, Lalitpur-Singrauli line via Chhattapur, Panna and Mahoba-Khajuraho railway line to be given due priority.The Chief Minister wanted the proposal for the electrification of the Allahabad-Itarsi railway line to be sanctioned as well.Chouhan also wanted the construction work on the railway under bridge at Vidisha to be expedited along with the construction of more under bridges and over bridges at important places, proposals for which would be sent to the Ministry.The Railway Minister gave his assurance of giving top priority to all railway projects of the state and gave instructions to the concerned officials.He also agreed to visit Madhya Pradesh on the invitation of the Chief Minister. Special Commissioner in the Madhya Pradesh Government Anita Das, Secretary to Chief Minister Iqbal Singh Bains and senior officials concerned of the Railway Ministry were also present on the occasion.",1
642,"Colder winter helps increase Valentine's Day rose exports from Pune, BangaloreThe production window of the Valentine Day flush is from 25th January till 12th February.ET Bureau|Feb 12, 2019, 10.32 PM ISTColder winter season has helped rose growers from the rose cities of Pune and Bangalore to increase rose exports this Valentine's day. The February sales are expected to be record as Valentine's Day will be followed by a large number of wedding mahurats in the country. ""We are expecting bumper demand in the month of February. Wholesale prices will fluctuate between Rs.250 to 350/ Bunch of 20 flowers,"" said a press release of the Indian Society of Floriculture Professionals (ISFP). Winter slows down the growth, which prolongs the flush period from about 45 days during normal temperatures to about 50-52 days during cold days. The growth of the flower becomes slower with lower temperatures and enhances the quality and size of the flowers. The production window of the Valentine Day flush is from 25th January till 12th February. The ISFP informed that bigger size of rose buds due to colder winter this year has helped in increasing the rose exports during Valentine's Day season this year. The main importing countries mainly UK, Malaysia, New Zealand and Australia.",0
643,"Cong rubbishes demands for Patil's resignationCongress on Monday rubbished demands for resignation of Union Home Minister Shivraj Patil in the wake of Saturday's serial blasts here, alleging the Opposition was playing ""cheap politics"".The Congress also sought the cooperation of all state governments and political parties to set up a central agency to investigate terror-related crimes in the country.""Demands for the Home Minister's resignation at a grave time is nothing but cheap politics by the Opposition party,"" Congress spokesperson Abhishek Manu Singhvi told reporters.""How many such times the resignation of LK Advani (Home Minister during NDA regime) was demanded and the same always got rejected by his party,"" he said retorting that media was speculative and there were no demands from within the UPA for his removal.Singhvi's remarks came in the backdrop of an indirect attack on the handling of Home Ministry by Railway Minister and RJD chief Lalu Prasad who apparently expressed his displeasure over the situation and demand by Opposition parties for his removal.Strongly advocating the need for a federal agency for investigating terrorism cases, the Congress spokesperson said, ""a central agency is something which is seriously needed.""Noting that the government has a ""zero-tolerance"" policy towards terrorism, Singhvi said the government needs the ""full support"" of state governments and parties to get it enacted.",1
644,"Court seeks answer from rail ministryA week after the Hindustan Times exposed the deplorable conditions in which train passengers were being forced to travel, the Delhi High Court has sought a response from the Railways Ministry on inadequate security for passengers.The order came on a public interest litigation (PIL) that cited the three-part series, ‘India Derailed’, carried by HT and said despite claiming profit of Rs 70,000 crore, the railways was not spending a penny on passenger security and “providing hygienic atmosphere”.Expressing serious concern over the increase in the incidents of robbery and loot in trains, especially after sundown, the petition filed by Supreme Court lawyers Usha Nandini and Biju Raman said: “The trains in India are no longer safe for night travel”.A Bench of Chief Justice Ajit Prakash Shah and Justice Sanjiv Khanna wanted to know the steps the ministry was taking to ensure security, and the money being spent on it.The Bench, while refusing to be drawn into other complaints raised in the petition for the time, concentrated on the security aspect.The judges asked the ministry, Railway Board chairman, Southeast Central Railway’s general manager and divisional manager to send in the reply by April 15.Nandini had filed the PIL following a robbery on board the Delhi-Thiruvananthapuram Kerala Express. Some intruders entered the AC I and II class coaches early January 24 between Nagpur and Belharshah. They allegedly used a spray, knocking the passengers unconscious.The petitioner urged the court to direct the ministry to make it mandatory for all passengers boarding a reserved coach to carry identity proofs. The officials posted at the entry point should to cross-check details from the passenger list.",1
645,"CSIR-UGC NET 2019: Application process begins, registration closes on March 18CSIR Net 2019 registration Update : The online registration process for Council of Scientific and Industrial Research (CSIR) UGC NET examinations June 2019 began on Monday, February 25.The online registration process for Council of Scientific and Industrial Research (CSIR) UGC NET examinations June 2019 began on Monday, February 25. The examination is scheduled to be conducted on June 16.Candidates can apply for the exam by visiting the official website of CSIR at csirhrdg.res.in. Click on the link for applying online to proceed. The link for registration is not opening at the moment. Candidates may have to wait and try after some time.Candidates must carefully read the detailed instructions contained in the information bulletin before applying for the examination.A candidate can apply either for Junior Research Fellowships (JRF) OR Lectureship (LS). He/she may indicate his/her preference while applying. If a candidate applies for JRF and fulfils the eligibility criteria for lectureship too, he will be considered for both JRF and lectureship. If a candidate is found to be over-aged for JRF, he/she will be automatically considered for lectureship only.A candidate should submit only one application. If he submits more than one, the application sent last will be considered. In order to avoid last minutes rush apply as early as possible. The last date to apply for CSIR-UGC NET for JRF/LS June 2019 examination in March 18.The examination is held to determine the eligibility candidates for the award of Junior Research Fellowships (JRF) and for determining eligibility for appointment as Lecturer in chemical sciences, earth, atmospheric, ocean and planetary sciences, life sciences, mathematical sciences, physical sciences. The award of Junior Research Fellowship to the successful eligible candidates depends on their finding admission/placement in a University/ National laboratory/ Institution of higher learning and research.Note: Go through the information bulletin and notification for CSIR-UGC NET for JRF/LS June 2019 examination to know details about eligibility conditions, exam centres, how to apply and much more.",0
646,"Data on mishaps suggest railways’ track record has actually improvedIn the past, when there were two sources to find the number of accident in railways, people often tried to match the two, failing to recognise there were definitional differences between themFor purposes of reporting and analysis, Indian Railways actually classifies accidents under several heads – from A to R(AFP)The National Crime Records Bureau (NCRB) brings out an annual publication, Crime in India. In the past, this has also been used as source for figures on railway accidents. For example, in 2015, 26,066 people died because of railway accidents and 2,650 because of railway crossing accidents. Since 2016, NCRB no longer publishes figures on railway accidents. It only has numbers on crimes in railways. Therefore, the sole source for data on railway accidents is now Indian Railways (IR), such as Indian Railways, Year Book.In the past, when there were two sources, people often tried to match the two, failing to recognise there were definitional differences between them. Let me give you a quote from the latest Year Book. “There were 103 consequential train accidents in 2016-17 as compared to 106 accidents during 2015-16.” This does not include Konkan Railway. Notice the qualifier. We think IR reports all accidents; but IR reports only “consequential accidents”, or “serious accidents”. What is a consequential accident? An accident is anything that adversely affects the engine, rolling stock, permanent way and works, fixed installations, communications, passengers or railway servants. We usually think of accidents from a passenger perspective. But there are other angles.For purposes of reporting and analysis, IR actually classifies accidents under several heads — from A to R. For instance, A1 and A3 will be collisions of trains carrying passengers; A2 or A4 collisions of trains not carrying passengers; B represents fire or explosion in trains; C, trains running into road traffic and/or road traffic running into trains at level crossings; D, derailments; E, other train accidents; F, averted collisions; G, breach of block (a block is a segment of the track) rules; H, a train passing a signal at danger; J, equipment failures; K, failure of permanent way; L, failure of electrical equipment; M, failure of signalling and telecommunication; N, unusual incidents; P, casualties; Q, other incidents; and R, miscellaneous.What’s the difference between an unusual incident and other incident? N would be wrecking or sabotage, not usually expected. Q6 would be something like “blockade to train services due to agitation”, not something that can be classified as an unusual incident. You can see why IR’s approach to accidents is different. L2 is “no tension in OHE (overhead equipment) for more than three minutes”. This may not fit with our usual perception of an accident, but the effect can be disastrous.Read moreTo improve performance, Indian Railways must streamline the flow of trafficAcquiring land for bullet train project may get delayed, says Piyush GoyalWe are still left with the question. What is a consequential or serious accident? Certain threshold values are defined for loss to railway property and interruption to communications. A serious accident is one where there is a loss of life or grievous hurt to passengers, or those threshold values are exceeded, or where the Commissioner of Railway Safety (CRS) thinks an inquiry is needed. Data on railway accidents are also available through CRS. However, CRS doesn’t enquire into every railway accident and CRS data about accidents only include those where there has been a CRS inquiry.That Year Book will also tell you IR attended to 982 accidents in 2016-17. How can this possibly match with 103? It doesn’t because 103 refers to those that are “consequential”. There are some exclusion clauses that must be noted too: “ (a) cases of trespassers run over and injured or killed through their own carelessness or of passengers injured or killed through their own carelessness; and (b) cases involving persons being Railways servant or holding valid passes/tickets or otherwise who are killed or grievously injured while travelling outside the rolling stock of a passenger train such as on foot board, roof or buffer but excluding the inside of vestibules between coaches or run over at a level crossing or elsewhere on the railway track by a train; and (c) level crossing accident where no passenger or railway employee is killed or grievously hurt unless the Chief Commissioner of Railway Safety or Commissioner of Railway Safety is of the opinion that the accident requires the holding of an inquiry by the Commissioner of Railway Safety.”The exclusion clause makes it clear that a serious accident only includes instances where there is IR culpability. We might want to change this, but that’s the way it is today.The next time you see a figure on railway accidents, bear these in mind. If you want to check IR’s track record, ask yourself what you are interested in. Fatalities and/or injuries on trains, or fatalities/injuries at level crossings? Collisions, derailments, fires? Whatever the yardstick, you will find (a) cross-country, IR doesn’t do that badly; (b) Over time, the performance has improved. Outside the Year Book, there are 2017-18 numbers and they tell the same story.Bibek Debroy is chairman of Economic Advisory Council to the prime minister and a member of Niti AayogThe views expressed are personal",0
647,"Decision soon on removal of Pakistan cricketers’ photos from Eden Gardens: Sourav GangulyFormer India captain and Bengal cricket boss Sourav Ganguly Saturday said a decision would be taken soon on removal of Pakistan cricketers’ photographs, including that of PM Imran Khan, from the walls of Eden Gardens in the wake of the Pulwama terror attack.Ganguly’s comment came after BJP’s youth wing workers protested in front of the Eden Gardens, seeking removal of photographs of Imran and other Pakistani cricketers from the walls of the stadium.At least 64 activists of BJP youth wing were arrested for staging protest in front of the iconic Eden Gardens, a senior police officer said. They were later released on bail.“We are working on it. There will be a decision soon,” Ganguly told reporters when asked about the removal of photos.The state cricket associations of Vidarbha, Punjab and Rajasthan have already removed pictures of Pakistan cricketers in the aftermath of the terror attack which killed more than 40 CRPF personnel. Pakistan-based terror outfit, Jaish-e-Mohammad, has claims responsibility of the attack.Ganguly had earlier backed a complete boycott of cricketing ties with Pakistan, saying not playing the arch-rivals in the upcoming World Cup won’t have much of an impact on the Indian team’s campaign at the mega event in May-July.Days later, Sachin Tendulkar said he would ‘hate’ to give away two points to Pakistan by not playing in the World Cup and India should rather beat them again in the showpiece event to maintain their unbeaten record over the arch-rivals.“He wants two points against Pakistan, I want the World Cup so...he wants two points I want the World Cup. Whichever way you look at it,” Ganguly said, reacting to Tendulkar’s comments.Eden Gardens has photographs of Imran, Wasim Akram and others kept in non-public areas of the stadium.Former and current cricketers have expressed varied opinions on severing cricketing ties with Pakistan.Many ministers of West Bengal CM Mamata Banerjee’s cabinet, including former Bengal captain Lakshmi Ratna Shukla, hit out at BJP for trying to divert nation’s attention from terrorism.“We are more keen on removing terrorism from the world rather than pulling down photographs (of sportspersons). The BJP is trying to divert the attention from the current issue of terror attack. This is clear politics going on in the country,” Shukla said.State Municipal minister and city mayor Firhad Hakim when contacted said people should not confuse politics with sports and culture.Former cricketer and current Bengal coach Arun Lal said that the country was going through an emotional time and countrymen were venting out their feelings in different ways.“I can understand the feelings of my countrymen. I also share the same. This is a very emotional time. We have lost some of our brave brothers and obviously the country is hurt. But we also must understand that sports is not politics,” Lal said.",0
648,"Delhi CM?Kejriwal promises sops for lawyers, Rs 50 crore set aside in budgetDelhi chief minister and Aam Aadmi Party (AAP) convener Arvind Kejriwal on Wednesday announced multiple sops for lawyers in the national capital in a bid to woo the section ahead of the Lok Sabha elections.Addressing a gathering at the Tis Hazari Courts complex, Kejriwal announced an annual allocation of Rs 50 crore in Delhi’s budget that would be used only for the welfare of lawyers.“Your demand was to ensure medical security, pension, insurance and stipend. I have a good news for you all. The AAP government has covered your medical and social security needs by allocating Rs 50 crore in our budget, which will be presented next week. The allocation will be in effect from April 1,” he said.The CM said this amount was not a one-time fund and that it would be an annual allocation, which is likely to increase year on year.In a second sop to the lawyers, Kejriwal promised that after the Lok Sabha elections, the Delhi government would direct the Delhi Electricity Regulatory Commission (DERC) to permanently change electricity connections of their chambers from commercial to domestic.“This will help you save a lot on your electricity bills. The Delhi government has been giving Rs 230 crore as subsidy to lawyers at present to match the difference. Once DERC makes this change in its tariff order after elections, then this subsidy will not be required,” he said.Kejriwal appealed to the lawyers to vote for AAP in the upcoming general elections so that Delhi could get the full statehood status.“Make us win on all seven seats, we will give full statehood to Delhi. We will raise the matter in Parliament. The powers we enjoy now is not even 10% of what Sheila Dikshit used to enjoy in her 15-year rule in Delhi. Now, I being the CM cannot even appoint my own peon,” he said.",0
649,"Delhi-Varanasi Vande Bharat Express (Train 18): Fares from New Delhi, Varanasi, Allahabad, KanpurIRCTC Vande Bharat Express (Train 18) has received a warm response from the citizens of India after Prime Minister Narendra Modi recently on February 15, 2019, flagged it from the New Delhi Railway Station. Vande Bharat Express popularly-known as Train 18, the fastest train of India so far, has exceptional features that no other train offers in India, even the luxury and superfast trains such as Rajdhani Express, Shatabdi Express, Duronto Express. Indian Railways Passengers seemed to have excited with the reduced travel time and the aircraft-like amenities, the train tickets of Vande Bharat Express have been sold out up till March 3, 2019.Vande Bharat Express (Train 18) covers a distance of 769 kilometres from New Delhi Railway Station to Varanasi Junction in about eight hours and halts at only two stations -- Allahabad Junction and Kanpur Central.",1
650,"Development Of Surplus Railway Land For Commercial PurposesSo far, 135 sites have been entrusted to the Rail Land Development Authority (RLDA) of Ministry of Railways for development of vacant railway land. These are; Adilabad, Aurangabad, Ajmer (2 sites), Amritsar (2 sites), Ballyghat, Bangalore City, Bansdroni station, Bareilly city, Belgharia, site between Central Station and M.G. Road, sites between Shyambazar and Sovabazar & between Tollygunj station & Rabindra Sarabor, Bhavnagar (7 sites), Bhilai (3 sites), site between Bidhannagar-DumDum, Bokaro (2 sites), Borabanda, Budge-Budge, Budhlada, Central Station (7 sites), Chandigarh (2 sites), Chandni Chowk station, Chennai, Clutterbuckganj, Delhi (5 sites), Gaya, Guntakal (2 sites), Guwahati (13 sites), Gwalior (2 sites), Kanpur (2 sites), Halishahar, Hingoli, Hyderabad (3 sites), Jamnagar, Jodhpur, Kanchrapara, Karimganj, Katra, Lucknow (3 sites), Maninagar (2 sites), MTP (Chennai), Mudkhed, Mumbai, Nagapatinam, Naktala station, New Alipurduar, New Cooch-behar, New Garia station, New Jalpaiguri (5 sites), Pattukoti, Raipur (2 sites), Rajkot (10 sites), Raxaul, Salem, Secundrabad (6 sites), Shahamatganj, Shyambazar (3 sites), Siliguri (6 sites), Tatanagar, Thane, Tollygunj station, Vijaywada, Villipuram, Vishkhapatnam ( 2 sites), Washim, Bangalore Cantonment Railway station.",1
651,"Did Pulwama suicide bomber hide explosives in stone quarry? PULWAMA/SRINAGAR: Intelligence sleuths across security establishments in Jammu and Kashmir will now be preparing a list of stone quarries that had got shut in south Kashmir in the last few months amid suspicion that Pulwama suicide bomber Adil Ahmad Dar may have hidden explosives in one of these units. Sources in intelligence agencies said while it was likely that the Jaish-e-Mohammad terrorist had used imported military grade RDX from Pakistan in the IED used in the February 14 Pulwama attack, the sophisticated gadgetry could have been provided at one of the local quarries. There are about 30-odd quarries in south Kashmir, including in Pulwama, Anantnag and Shopian. These quarries often use illegally procured explosives and detonators. According to details exclusively accessed by TOI, the agencies have been tasked to collect information on stone quarries, fertiliser and pesticide shops and explosive materials available in Srinagar and neighbouring districts. According to details exclusively accessed by TOI, the agencies have been tasked to collect information on stone quarries, fertiliser and pesticide shops and explosive materials available in Srinagar and neighbouring districts. Mining in Pantha Chowk and Athwajan areas of Srinagar city, and in neighbouring areas, has been banned due to ecological reasons. However, intelligence sources said that explosives, safety fuses, aluminium electric detonators and cords have been found at some of the shut quarries in south Kashmir. “We don’t want to leave anything to chance. It’s not easy to carry RDX, or any explosive material, in a huge amount in a car in a single day. We want to eliminate the possibility of the role of any local mining quarry in keeping the explosives at a safe place,” said a senior J&K intelligence official. Officials believe that the Jaish terrorist could not have brought the entire cache of explosives at one go and was certainly provided logistic support of these business units. Sleuths have also launched a manhunt for stolen vehicles reported between January first week and February 14 following the uncertainty over the make and model of the car used in the attack. Both NIA and J&K Police sleuths have been divided over the car model, whether it was a Maruti Eeco or Ford Ecosport. Did Pulwama suicide bomber hide explosives in stone quarry? PULWAMA/SRINAGAR: Intelligence sleuths across security establishments in Jammu and Kashmir will now be preparing a list of stone quarries that had got shut in south Kashmir in the last few months amid suspicion that Pulwama suicide bomber Adil Ahmad Dar may have hidden explosives in one of these units. Sources in intelligence agencies said while it was likely that the Jaish-e-Mohammad terrorist had used imported military grade RDX from Pakistan in the IED used in the February 14 Pulwama attack, the sophisticated gadgetry could have been provided at one of the local quarries. There are about 30-odd quarries in south Kashmir, including in Pulwama, Anantnag and Shopian. These quarries often use illegally procured explosives and detonators. According to details exclusively accessed by TOI, the agencies have been tasked to collect information on stone quarries, fertiliser and pesticide shops and explosive materials available in Srinagar and neighbouring districts. According to details exclusively accessed by TOI, the agencies have been tasked to collect information on stone quarries, fertiliser and pesticide shops and explosive materials available in Srinagar and neighbouring districts. Mining in Pantha Chowk and Athwajan areas of Srinagar city, and in neighbouring areas, has been banned due to ecological reasons. However, intelligence sources said that explosives, safety fuses, aluminium electric detonators and cords have been found at some of the shut quarries in south Kashmir. “We don’t want to leave anything to chance. It’s not easy to carry RDX, or any explosive material, in a huge amount in a car in a single day. We want to eliminate the possibility of the role of any local mining quarry in keeping the explosives at a safe place,” said a senior J&K intelligence official. Officials believe that the Jaish terrorist could not have brought the entire cache of explosives at one go and was certainly provided logistic support of these business units. Sleuths have also launched a manhunt for stolen vehicles reported between January first week and February 14 following the uncertainty over the make and model of the car used in the attack. Both NIA and J&K Police sleuths have been divided over the car model, whether it was a Maruti Eeco or Ford Ecosport.",0
652,"Don't mind losing my job, says TrivediRailway minister Dinesh Trivedi had promised a “revolutionary” rail budget to some of his cabinet colleagues on Tuesday. But his party chief Mamata Banerjee smelled a “rebellion” in Trivedi’s budget instead after he hiked passenger fare—allegedly keeping her in the dark—and left him with two options: roll back the hike or quit.For the first time in the history of parliament, the railway minister’s own party opposed the budget and left him in the lurch. Many in the party believe, Trivedi will have to make a quick choice as Mamata Banerjee ruled out any compromise on her “pro-people” stand.Trivedi, however, tried to put a brave face: “I have done my work as the railway minister. Now I leave the rest to the God.”Although fares have been raised across all sections, a roll back in the suburban (2 paise per km), second class (3 paise per km) and sleeper class (5 paise per km) may mollify the Trinamool chief, sources close to her told HT. Banerjee reportedly sees these fare tweaks as anti-poor and anti-aam aadmi.If Trivedi refuses to roll-back and puts in papers before the rail budget is passed, that would be another unprecedented event in parliament’s history. Prime Minister Manmohan Singh will then have to steer the budget till its passage. The option of asking Trivedi to continue till the passing of the budget also remains with the PM. However, Mamata Banerjee may not agree to such arrangement. Poll: Is it time for Cong to part ways with Mamata?A furious Trinamool chief Mamata Banerjee, who had repeatedly warned Trivedi against tinkering with passenger fares in the run-up to the budget, claimed that the railway minister did not consult the party before raising the fares. There was no direct communication between the railway minister and his political boss“As railway minister, he has the right to take own budget decisions. But the fare hike is totally against the policies of Mamata Banerjee and the party,” Trinamool’s parliamentary party chief Sudip Bandopadhyay told HT after a livid Banerjee called him from Nandigram area of West Bengal and vented her ire.Banerjee’s temper reportedly further soared at Trivedi’s praises for the finance ministry. Railway ministry got a loan of Rs 3000 crore from the government to tide over its immediate financial crunch.“Trivedi may shower lofty praises on the finance ministry but that ministry has offered no help to make West Bengal a financially stable state.”Trying to bring the Indian railway back on track, Dinesh Trivedi gets derailed in Trinamool’s political tracks.",1
653,"Drunk drivers are a Delhi policeman’s nightmareDelhi Traffic Police officers say that “hostility” from drunk drivers is one of many reasons why just over 100 motorists were prosecuted for the offence everyday on an average last year in the national capital.Traffic police personnel in the national capital say they are frequently threatened, sometimes assaulted or even mowed down by motorists when they attempt to prosecute drunk driving.(HT?File )“Blow into the alcometer,” the traffic policeman’s order was loud and clear. The SUV driver pretended to blow, but actually held his breath towards the end. The policeman knew just how to deal with the situation. “Loudly count till 10,” was the next command.In the next few seconds, the policeman had scientific evidence of the motorist having 105 mg of alcohol per 100 ml of blood, more than thrice the permissible limit. But what followed next was just what the policeman at the picket near Connaught Place fears every evening.The policeman had to fight off threats of action and repeated phone calls asking him to let go of the driver.This was a relatively much easier situation for the policeman to handle.Traffic police personnel in the national capital say they are frequently threatened, sometimes assaulted or even mowed down by motorists when they attempt to prosecute drunk driving.On better days, a motorist snatches away their alcometer as was seen at Barakhamba Road last November.Traffic Police officers say that “hostility” from drunk drivers is one of many reasons why just over 100 motorists were prosecuted for the offence everyday on an average last year in the national capital.The 37,188 prosecutions for drunk driving in 2018 were 11% more than the 33,343 previous year, but road safety experts say these figures are just the “tip of an iceberg”.“The drunk driving checking is not as frequent and widespread given how rampant the menace is in Delhi. A driver’s judgement is badly impaired after drinking and he is just lucky to reach his destination without harming anyone,” says Piyush Tewari, founder of NGO SafeLife Foundation.As per a study in America, an increase of Blood Alcohol Concentration by 0.02% doubles the relative risk of a vehicle crash among 16-20 year old males. That risk increases to 52 times when the BAC is between 0.08% and 0.10%.In India, motorists are not allowed to drive if the alcohol content is found to be over 30 milligrams per 100 millilitres of blood.According to a late last year’s survey of 5,000 Delhi motorists who drink, 3,605 (72.1%) of them admitted to drinking after driving. The survey, which was conducted by NGO ‘Community Against Drunken Driving’, found that 1,768 of those drivers said they regularly took to the wheel after drinking while 1,837 said they drove under the influence of alcohol only occasionally.More importantly, 78.6% of the respondents said they were not checked for drunk driving in the last six months of the survey.“The enforcement agencies do not take the issue as seriously as it should be. They view it as a seasonal traffic offence which happens during festivals like Holi, Diwali and new years,” says Prince Singhal, the NGO’s founder.According to the 2017 data put out by the Ministry of Road Transport and Highways, drunk driving caused 124 mishaps in Delhi and left 24 people dead and 126 injured. Across the country, drunk driving was the reason for 14,071 mishaps which killed 4,776 people and injured 11,776.But Tewari dismisses the data saying that most drunk drivers get away after causing an accident, leaving investigators clueless about the condition of the driver.“Delhi is a hub of hit and run cases. Many motorists abandon their vehicles after a mishap. When they are caught after a day or two, there is no evidence of drunk driving,” says Tewari.The act of fleeing after a mishap or fighting with the police after getting caught for drunk driving arises from the relatively tough penalties for drunken driving, says Alok Kumar, joint commissioner of police (Delhi Traffic Police).“Drunk driving is one of five traffic violations which lead to seizure of driving license for three months. No motorist wants to part with their license. I haven’t heard of one drunk driver who accepted the penalties without fighting with the traffic police on duty,” says Kumar.What also scares the motorists is the possible arrest and imprisonment up to six months, impounding of their vehicles and penalty of Rs 2,000. “The repeat offenders are the ones who are usually the most aggressive because they can be jailed up to three years and fined Rs 3,000,” says JCP Kumar.Out on the roads, the traffic police officers say they not only face a host of excuses and tricks by offenders, but also violent behaviour that risks the lives of the general public.“Each of these drunk drivers knows some influential person or the other. It becomes very uncomfortable for us to fend them off. In case the driver doesn’t know someone who can bail him out, he will try to take a U-turn or speed away, without bothering about its consequences,” says a traffic police inspector in west Delhi’s Rajouri Garden.JCP Kumar says that after drinking most drivers have a “false sense of bravado” and believe they can drive better.The CADD study found that one in every four of its respondents believed they drive better after drinking.",0
654,"Dubai-bound plane hijacker had issues with wife, wanted to speak to Bangladesh PM:?OfficialsBangladeshi commandoes shot a passenger on Sunday who had tried to enter the cockpit of a Biman Bangladesh Airlines flight after waving a gun and threatening to blow up the plane, airline and aviation authority officials said.The passenger, who had said he had a personal issue with his wife and told the pilot he wanted to speak to Bangladesh’s Prime Minister Sheikh Hasina, died later from the injuries suffered after the commandos stormed the plane at Chittagong’s Shah Amanat International Airport, officials said.“We tried to arrest him or get him to surrender but he refused and then we shot him,” said Major General S M Motiur Rahman of the Bangladesh Army.The man’s threat to blow up the plane, which was on its way to Dubai from Dhaka via Chittagong, led its pilots to make an emergency landing.Before the commandos moved in, all 142 passengers and most of the crew had been let off the aircraft unharmed. One crew member had been held hostage, the officials said.Air Vice Marshal Nayeem Hasan, chairman of the Civil Aviation Authority of Bangladesh, told reporters at a news conference that as well as holding what appeared to be a pistol the passenger said he had explosives bound to his body.With the plane close to Chittagong after leaving Dhaka, the passenger stood up from his seat and tried to go to the cockpit, according to aviation officials. When a member of the crew blocked his way, he showed his pistol.He then said he had explosives and if they didn’t open the door of the cockpit he would blow up the plane, officials said. Other members of the crew alerted the pilots to the problem and they asked air traffic control for an emergency landing.It was not immediately clear if he had explosives, though the pistol was real, according to a senior aviation official. It also wasn’t immediately clear if the pistol was loaded or how it got through security at the airport in Dhaka.The security questions are a matter of concern and would be the subject of an investigation, said the aviation official.The man appeared to be in his 20s, and was probably Bangladeshi as he was speaking Bangla, but his identity was not yet clear, Hasan said.",0
