]+9,Url,Date,Time
"Abhinandan  Abhinandan, who returned home on Friday, is undergoing a thorough medical check-up at a hospital in New Delhi.  Defence Minister Nirmala Sitharaman on Saturday visited Wing Commander Abhinandan Varthaman at an armed forces medical facility in New Delhi and enquired about his health. She was accompanied by senior Indian Air Force (IAF) officials. The IAF pilot looked fine and sat straight in a chair during his interaction with the Defence Minister.  Abhinandan, who returned home on Friday after spending over two days in the custody of the Pakistani Army, is undergoing a thorough medical check-up at the hospital as his body had undergone stress due to ejection from his MiG-21 Bison aircraft after it was shot down by Pakistani firing on February 27.  Defence Minister Nirmala Sitharaman had welcomed the returned of the Wing Commander on Twitter after he returned to India through the Wagah-Attari border at around 9.25 pm on Friday.  ìProud of you Wing Commander #AbhinandanVarthaman. The entire nation appreciates your valour and grit. You held your calm in the face of adversity. You are an inspiration to our youth. Salute. Vande Mataram,î she tweeted.  Dressed in a blue suit, Wing Commander Abhinandan was officially received by a delegation of officials of the Indian Air Force at the Wagah border amid high security. Air Vice Marshals Prabhakaran and RGK Kapoor were present to receive him. The pilot was whisked away in a convoy by Indian officials away from the public glare.  Addressing the media, Air Vice Marshal RGK Kapoor had on Friday stated that Wing Commander Abhinandan was released as per the standard operating procedures. He will be taken for a detailed medical check-up because he has ejected from an aircraft which puts a strain on the body.  Wing Commander Abhinandan was taken into custody by Pakistan on February 27 after his MiG 21 Bison aircraft was shot down in PoK. Pakistani fighters jets had invaded Indian airspace on Wednesday morning, with IAF aircraft including Wing Commander Abhinandan giving chase to Pakistani F-16s across the Line of Control (LoC). Media reports state that the Wing Commander had brought down PAFís F-16 jet before his MiG-21 Bison aircraft received hits and was brought down. He was then apprehended by officials of the Pakistani Army on the same day and taken into custody.  A day later, Pakistan Prime Minister told the Pakistan National Assembly that Wing Commander Abhinandan will be released on Friday (March 1) as a ëpeace gesture and as a first step to open negotiations.í  After delaying his handover twice on Friday, Pakistan finally released the Wing Commander at 9.25 pm.",https://www.thenewsminute.com/article/defence-minister-nirmala-sitharaman-visits-wing-commander-abhinandan-hospital-97647,02-03-2019,1:51:46+00:00
"NEW DELHI: Countering denials of the Pakistan government and military, Maulana Ammar, the younger brother of Jaish-e-Muhammed leader Masood Azhar , has in an audio confirmed that Indian fighter jets hit the JeM camp near Balakot in Khyber Pakhtunwa province of Pakistan.In a recording available on social media, the voice identified as Maulana Ammar decries the bombing of the ‚Äúmarkaz‚Äù (a centre of religious learning) and expresses anguish over India striking a centre where jihad was being taught rather than the headquarters of an official agency.‚ÄúToday the enemy has answered all questions itself when the enemy crossed the mountains and entered our land and launched attacks on our Islamic centre,‚Äù Maulana Ammar said, adding ‚ÄúThis is declaration of war by the enemy.‚Äù The speech is understood to have been delivered a day after the air strikes at a gathering of clerics at Peshawar ‚ÄúThe Indian aircraft did not attack any safe house of any agency. It did not bomb the headquarters of any agency. They bombed a centre where students were learning jihad for the assistance of Muslims of Kashmir,‚Äù he said. He is heard saying that the students were learning all about making the distress of Kashmir their own. ‚ÄúThis is not a jihad of any agency, by coming out of its territory to attack us, India has ensured we start our jihad against it,‚Äù he said.The Pakistan establishment and sections of western media have raised doubts over whether the bombs did strike the target but the recording seems to suggest that Jaish leadership does acknowledge the hit.Other reports have also appeared stating that there was a sizeable toll at the Jaish complex at a hill feature called ‚ÄúJaba top‚Äù that was hit by smart bombs released by IAF fighters. A report in FirstPost said locals confirmed that ambulances carried away some 30-odd bodies. A former ISI officer ‚ÄúCol Salim‚Äù is learnt to have died in the attack .",https://timesofindia.indiatimes.com/india/indian-jets-hit-school-of-jihad-says-azhars-brother-in-audio/articleshow/68238334.cms,02-03-2019,0:50:56+00:00
"NEW DELHI: The computer memories of Spice-2000 precision guided bombs were fed with satellite images and exact geographical coordinates of the major Jaish-e-Mohammed training camp at Balakot in Pakistan before being loaded on IAF Mirage-2000 fighters at Gwalior for the February 26 pre-dawn strikes.So, when the ‚Äúclear to launch weapons‚Äù signals popped up on the computers of the Mirage-2000 fighters, which were then ‚Äî depending on their altitude and angle of attack ‚Äî around 2 km to 10 km across the Line of Control into Pakistan-Occupied-Kashmir, there was little chance of the 1,000-kg bombs missing their targets.‚ÄúWith their navigation\seeker systems, the fire-and-forget Spice-2000 bombs homed into the four to six targets selected within the JeM facility around 50 to 60 km away. The error margin was less than 3 metres,‚Äù said a top defence source on Saturday. The ‚Äúbefore and after‚Äù images captured by the high-resolution synthetic aperture radars (SARs) mounted on ‚Äúclassified platforms‚Äù as well as Sukhoi-30MKI fighters, which were part of the ‚Äústrike package‚Äù, show the designated targets were hit with precision, as reported by TOI on Saturday.Though an accurate assessment of casualties on the ground is virtually impossible, the Spice-2000 bombs armed with ‚Äúdigital scene-matching area correlators‚Äù penetrated the roofs of the pre-selected buildings in the terror facility, which would have ‚Äúkilled all the inmates in them with shock and blast waves‚Äù, said sources.Interestingly, the IAF also deployed ‚Äúa decoy package‚Äù of fighters ostensibly headed towards the JeM headquarters in Bahawalpur in the Punjab province to lure Pakistani combat air patrols away from the actual ‚Äústrike package‚Äù that had the Balakot facility in Khyber-Pakhtunkhwa province in its cross-hairs in the wee hours of February 26. This was in addition to the Mirage-2000s and Sukhoi-30MKIs, IL-78 mid-air refuellers and AWACS (airborne warning and control system) aircraft being deployed from Gwalior, Agra and Bareilly, instead of forward airbases, which took a circuitous route to the Muzaffarabad sector along the LoC to retain the element of surprise for the strikes, as was earlier reported by TOI.‚ÄúThe decoy package of Sukhoi-30MKIs, in turn, took off from our Punjab to fake a strike operation towards Bahawalpur. Pakistan was taken in by the decoy formation and vectored its fighters in the air towards it,‚Äù said another source.‚ÄúConsequently, there was no Pakistani fighter anywhere near the actual strike package ‚Ä¶ the closest one would have been well over 150 km away. This also nails Pakistan‚Äôs claim that IAF fighters hastily dropped their bombs without achieving anything, much like its other factually incorrect statements like it did not use F-16s in the air intrusion on February 27,‚Äù he added.The IAF cross-border strike, and that too well inside Pakistan instead of restricting it to POK, has redrawn India‚Äôs self-imposed red-lines, which earlier held that any use of airpower would be a sharply escalatory step in the complicated dynamics between the two nuclear-armed neighbours. ‚ÄúIf the IAF had been told not to cross the LoC, like it was directed during the 1999 Kargil conflict, the weapons package to be used would have been quite different,‚Äù said the source.",https://timesofindia.indiatimes.com/india/bombs-used-in-air-strikes-had-jaish-coordinates-fed-in-little-chance-of-their-missing-targets/articleshow/68238146.cms,02-03-2019,0:12:02+00:00
"Wing Commander Abhinandan Varthaman | Photo Credit: IANS  New Delhi: Hours after Indian Air Force (IAF) Wing Commander Abhinandan Varthaman returned to the Indian side of the Wagah-Attari border Congress leader Salman Khurshid decided to take credit for the Wg Cdr‚Äôs feat as a fighter pilot and his swagger while being in the enemy captivity.  Taking to his Twitter handle, the senior Congress leader tweeted: ""Many kudos for Wing Commander abhi Varthaman the face of India‚Äôs resistance to enemy aggression. Great poise and confidence in face of adversity. We are proud that he received his wings in 2004 and matured as fighter pilot during UPA.""  Many kudos for Wing Commander abhi Varthaman the face of India‚Äôs resistance to enemy aggression. Great poise and confidence in face of adversity. We are proud that he received his wings in 2004 and matured as fighter pilot during UPA ‚Äî Salman Khurshid (@salman7khurshid) March 2, 2019  The IAF fighter pilot was freed by Pakistan yesterday, after being held in their custody for two days.  The whole nation was touched by his exemplary courage and dignity with which he carried himself while being in custody. The fearless pilot displayed exceptional courage after he was captured by the Pakistani army. The video in which he can be seen drinking tea while having a conversation with the Pakistan Army Captain went viral on social media and everyone lauded the Wg Cdr for his daring.  After Abhinandan‚Äôs MiG 21 Bison was shot down he didn‚Äôt lose his presence of mind and not only fought his captors but also swallowed the crucial documents related to the mission.  This is not the first time that Congress has been called out for its insensitive and inappropriate tweet. Last year, the grand old party‚Äôs condolence message for Sridevi's death saying that the actor was ""awarded the Padma Shri by the UPA Govt in 2013‚Äù invited flak from Twitterati.",https://www.timesnownews.com/india/article/iaf-wing-commander-abhinandan-varthaman-upa-congress-salman-khurshid-pakistan-india/375633,02-03-2019,9:16:00+00:00
"Derek O'Brien accused Amit Shah and Prime Minister Narendra Modi of playing ""divisive politics""  The Trinamool Congress on Saturday accused BJP ministers of ""leaking exaggerated numbers"" to the media about the casualties in the air strike in Pakistan.  The Mamata Banerjee-led TMC also claimed that no statistics given by the central government can be taken ""seriously"".  Security forces have not officially attributed any number to those eliminated in the strike, Trinamool Congress national spokesperson Derek O'Brien posted on Twitter.  ""IAF has been very consistent: ""No number"". So why did a BJP mantri or two leak exaggerated numbers? And Delhi media fell for the numbers. Can one take any statistics this govt gives out seriously? Journos? Or slaves to propaganda aka sources?,"" he tweeted along with screenshots of TV news reports quoting sources as saying 200-300 Jaish-e-Mohammed terrorists were eliminated in the strike.  Later in a statement, O'Brien accused BJP president Amit Shah and Prime Minister Narendra Modi of playing ""divisive politics"" over the issue.  ""Look who has the gall to talk about ''vote bank politics''! Amit Shah and the BJP are the nastiest proponents of divisive and hatred politics.  ""We will not listen to his lectures on patriotism. Our armed forces belong to India, not to Modi-Shah-BJP,"" he said.  The comments from the TMC leader came a day after party chief and West Bengal Chief Minister Ms Banerjee demanded proof from the government of the impact of the strike on a JeM camp across the border.  The strike came after the Pulwama terror attack on February 14 in which 40 CRPF personnel lost their lives.",https://www.ndtv.com/india-news/trinamool-congress-accuses-bjp-minister-of-leaking-exaggerated-numbers-of-air-strike-2001806,02-03-2019,8:57:00+00:00
"Sushma Swaraj had urged the OIC to ""act together"" to combat global terrorism.  Just a day after Foreign Minister Sushma Swaraj addressed the Organisation of Islamic Cooperation (OIC) as the guest of honour, calling out ""states which shelter terrorists"", India was strongly criticised in a resolution adopted by the influential grouping of 57 countries on Kashmir. In a sharply-worded statement on Saturday, the OIC hit out at what it called ""intensified Indian barbarities since July 2016"", ""Indian terrorism"" and ""illegal detentions and disappearances"" in Jammu and Kashmir.  In its first reaction to the resolution, India's Ministry of External Affairs said, ""Our stand is consistent and well known. We reaffirm that Jammu and Kashmir is an integral part of India and is a matter strictly internal to India.""  On Friday, Ms Swaraj had urged the OIC to ""act together"" to combat global terrorism amid heightened tensions between India and Pakistan triggered by the Pulwama terror attack last month. Though she did not name Pakistan in her 17-minute address, she said, ""If we want to save humanity, we must tell the states who provide shelter and funding to terrorists, to dismantle the infrastructure of the terrorist camps and stop providing funding shelter and funding to the terror organisations based in that country.""  She also said terrorism, which was destabilising regions and putting the world at great peril, was not against any religion. ""Terrorism and extremism bear different names and labels. It uses diverse causes. But in each case, it is driven by distortion of religion, and a misguided belief in its power to succeed. The fight against terrorism is not a confrontation against any religion,"" Ms Swaraj said.  On Saturday, the OIC adopted a resolution on Kashmir, attacking India for ""indiscriminate use of force against innocent Kashmiris"" and also praised Pakistan Prime Minister Imran Khan for sending back Indian Air Force pilot Abhinandan Varthaman, who was captured after an aerial encounter on Wednesday.  In response, Pakistan's Foreign Office said that the OIC meeting of foreign ministers had concluded with a resolution that ""supported"" Pakistan on the Kashmir issue.  Pakistan's Foreign Minister Shah Mehmood Qureshi had skipped the meeting of foreign ministers because the OIC had invited Ms Swaraj to the event, sending junior officials to ""represent the country's interests"".  It was for the first time that India has been invited to an OIC meeting as guest of honour. Pakistan, a member of the OIC, tried to get Ms Swaraj ''disinvited'' from the Abu Dhabi meet following India's air strike on a terror camp in Pakistan but its request was turned down.",https://www.ndtv.com/india-news/day-after-sushma-swaraj-speech-islamic-nations-oic-slam-india-on-kashmir-2001785,02-03-2019,8:05:00+00:00
"Prime Minister Narendra Modi on Saturday said India would have achieved much more if the country had the possession of Rafale aircraft. ‚ÄúThe country has felt the shortage of Rafale. Today, India is speaking in one voice and saying what all could have happened if we had Rafale. Ego politics over the Rafale deal has harmed the nation,‚Äù the prime minister said while addressing the India Today Conclave 2019 in the national capital.  ????? ?? ??? ?? ??? ?? ????? ?? ??? ?? ?????????? ?? ???? ??? ?? ??? ?? ?? ??? ????? ??? ????? ????, ?? ???? ????? ????? ?? ???? ??????????? ?? ???? ?? ?? ??????? ?? ???? ??? ?? ???? ?????? ??? ??: PM ‚Äî PMO India (@PMOIndia) March 2, 2019  His remarks come days after India and Pakistan were engaged in an aerial confrontation in Jammu and Kashmir, which saw both nuclear-armed countries downing a fighter jet each. On Wednesday morning, the Pakistan Air Force‚Äôs intrusion into the Indian airspace was thwarted by the Indian Air Force (IAF). However, India lost a MiG-21 Bison and its pilot Wing Commander Abhinandan Varthaman, who ejected across the Line of Control, was taken into custody by Pakistan Army. PAF violated Indian airspace a day after the IAF struck a terror camp deep inside Pakistan in response to the Pulwama terror attack. On Friday night, Abhinandan returned home via Wagah-Attari border after Pakistan PM Imran Khan announced that the IAF pilot would be released as a ‚Äúgesture of peace‚Äù.  Advertising  Taking on the opposition over the issue of air strikes in terror camps in Pakistan‚Äôs Balakot, the prime minister said that while the entire world stood behind India in its fight against terror, ‚Äúsome parties‚Äù raised questions over it. ‚ÄúOne of the challenges before the country is some people opposing their own country. When the entire nation today is standing with the armed forces, some parties are casting doubts on them,‚Äù Modi told the gathering.  ???? ????? ???? ?? ?? ???? ????, ????? ??????? ??? ?????? ???????, ???? ????? ?????? ??, ????? ??? ?? ??????? ????? ??, ??? ?? ??? ?? ????? ?? ????? ?? ?? ????? ???? ?? ???? ????? ?? ??? ??? ??? ???? ???? ?? ????? ??? ???? ???????? ??, ???? ?? ????????? ?? ????? ? ??? ???: PM ‚Äî PMO India (@PMOIndia) March 2, 2019  Hitting out at this detractors, Modi said the Opposition is free to criticise him and his policies but their anti-Modi tirade should not help terrorists like JeM chief Masood Azhar and JuD head Hafiz Saeed. ‚ÄúIn your stubborn desire to oppose Modi, see that you don‚Äôt end up strengthening terrorists like Masood Azhar and Hafiz Saeed,‚Äù he said.  ‚ÄúThese are the parties whose statements and articles are being used by Pakistan against India. In their fixation with criticising Modi, they are opposing the country and comprising its interests,‚Äù he added.  Continuing his attack on the Congress, Modi said, ‚ÄúWhy is it that those who ruled the nation for so many years have so many defence scams in their era? If a deal could not happen, defence modernisation could not happen. Who is every middle-man close to? The entire nation knows. And Lutyens Delhi surely knows.‚Äù  The Opposition has been targeting the BJP-led government at the Centre over the Rafale deal and has been alleging corruption in Anil Ambani‚Äôs Reliance Group getting one of the offset contracts.  Advertising  Modi also said there were times when questions were raised over his capability in dealing with foreign affairs, adding that the perception has now changed. ‚ÄúBefore 2014, tv studios often held discussions on whether Modi has any understanding of global affairs. Going by recent developments, one can clearly see the role of India in global politics,‚Äù Modi said.",https://indianexpress.com/article/india/narendra-modi-india-today-conclave-2019-india-pakistan-airstrikes-rafale-deal-congress-defence-scams-5608317/,02-03-2019,6:41:19+00:00
"Reporters Project: Kashmir After the Pulwama Attack  Mar 02, 2019 08:16 PM IST India India Share  After the Pulwama attack that left 40 CRPF men dead, Kashmir has been gripped by uncertainty and anxiety. The Centre‚Äôs crackdown on separatists, the ban on the Jamaat-e-Islami, the increase in encounters with militants, the increase in deployment of security forces and rumours that Article 35A will be scrapped, has taken a toll on routine life. Kashmiris being targeted by hate crimes across the country hasn‚Äôt helped matters. Mufti Islah gets the pulse of a people lurching from one crisis to another.",https://www.news18.com/videos/india/reporters-project-kashmir-after-the-pulwama-attack-2053609.html,02-03-2019,4:46:00+00:00
"Abhinandan  Abhinandan, who returned home on Friday, is undergoing a thorough medical check-up at a hospital in New Delhi.  Defence Minister Nirmala Sitharaman on Saturday visited Wing Commander Abhinandan Varthaman at an armed forces medical facility in New Delhi and enquired about his health. She was accompanied by senior Indian Air Force (IAF) officials. The IAF pilot looked fine and sat straight in a chair during his interaction with the Defence Minister.  Abhinandan, who returned home on Friday after spending over two days in the custody of the Pakistani Army, is undergoing a thorough medical check-up at the hospital as his body had undergone stress due to ejection from his MiG-21 Bison aircraft after it was shot down by Pakistani firing on February 27.  Defence Minister Nirmala Sitharaman had welcomed the returned of the Wing Commander on Twitter after he returned to India through the Wagah-Attari border at around 9.25 pm on Friday.  ‚ÄúProud of you Wing Commander #AbhinandanVarthaman. The entire nation appreciates your valour and grit. You held your calm in the face of adversity. You are an inspiration to our youth. Salute. Vande Mataram,‚Äù she tweeted.  Dressed in a blue suit, Wing Commander Abhinandan was officially received by a delegation of officials of the Indian Air Force at the Wagah border amid high security. Air Vice Marshals Prabhakaran and RGK Kapoor were present to receive him. The pilot was whisked away in a convoy by Indian officials away from the public glare.  Addressing the media, Air Vice Marshal RGK Kapoor had on Friday stated that Wing Commander Abhinandan was released as per the standard operating procedures. He will be taken for a detailed medical check-up because he has ejected from an aircraft which puts a strain on the body.  Wing Commander Abhinandan was taken into custody by Pakistan on February 27 after his MiG 21 Bison aircraft was shot down in PoK. Pakistani fighters jets had invaded Indian airspace on Wednesday morning, with IAF aircraft including Wing Commander Abhinandan giving chase to Pakistani F-16s across the Line of Control (LoC). Media reports state that the Wing Commander had brought down PAF‚Äôs F-16 jet before his MiG-21 Bison aircraft received hits and was brought down. He was then apprehended by officials of the Pakistani Army on the same day and taken into custody.  A day later, Pakistan Prime Minister told the Pakistan National Assembly that Wing Commander Abhinandan will be released on Friday (March 1) as a ‚Äòpeace gesture and as a first step to open negotiations.‚Äô  After delaying his handover twice on Friday, Pakistan finally released the Wing Commander at 9.25 pm.",https://www.thenewsminute.com/article/defence-minister-nirmala-sitharaman-visits-wing-commander-abhinandan-hospital-97647,02-03-2019,1:51:46+00:00
"IAF wing commander Abhinandan's mother Shobha Varthaman | Photo Credit: Representative Image  While the whole nation celebrates the much-awaited return of brave hero Wing commander Abhinandan Varthaman, it is his family that is experiencing pride and relief like never before. Indian pilot wing commander Abhinandan Varthaman was taken into custody by Pakistani forces and released yesterday as a 'gesture of peace‚Äô.  ‚Äã  Wing commander Varthaman belongs to a family of Bravehearts, he is not the first commander from his family to serve in the Indian Air Force (IAF). He is the son of a decorated former fighter pilot Air Marshal Simhakutty Varthaman and is married to Tanvi Marwah, who is also a retired IAF squadron leader. The couple has two children. His brother, too, serves in the Indian Air Force.  Also Read: Maharashtra: 12-year-old boy rapes minor girl for 4 months; medical tests reveal victim pregnant  Wing commander Abhinandan's mother Shobha Varthaman, is no less than a true soldier and has dedicated a large part of her life to the larger good. As per reports by Mirror Now, Shobha is a graduate from Madras Medical College and is a post-graduate from The Royal College of Surgeons, England. She specialized in anaesthesiology. After her education, she volunteered to provide free service and was a member of 'Doctors Without Borders' which is an inspiration for many.  In her vocation with Medicine Sans Frontiers (Doctors Without Borders), she had worked in many conflict zones throughout her career. In Nigeria, she helped to set up a blood bank and an intensive care unit. Reportedly, during the second Gulf war, she had encountered life-threatening experiences. Also In Iran, she taught 'pranayama' to her patients to promote healing involving three major projects on surgical, sexual violence and HIV. During the 2010 Haiti Earthquake, she aided the patients while at ground zero. Abhinandan belongs to a family of heroes who have served the nation for years and he is indeed, a warrior son of a brave mother.",https://www.timesnownews.com/mirror-now/society/article/indian-air-force-iaf-wing-commander-abhinandan-shobha-varthaman-pilot-mother/375369,02-03-2019,1:43:00+00:00
"Donald Trump called on Congress to demand the transcript, given to publishers a short time ago  Donald Trump accused his former lawyer of perjury on Friday, saying Michael Cohen's scathing testimony to Congress this week contradicted a manuscript he wrote last year that complimented the US president.  ""Wow, just revealed that Michael Cohen wrote a 'love letter to Trump' manuscript for a new book that he was pushing,"" Trump tweeted Friday.  ""Book is exact opposite of his fake testimony, which now is a lie!""  The president called on Congress to demand the transcript, given to publishers a short time ago and yet to go on sale.  ""Michael Cohen's book manuscript shows that he committed perjury on a scale not seen before,"" Trump added.  Cohen, who worked for the president for a decade as his top ""fixer"" at the Trump Organization, assailed his ex-boss as ""a racist... a conman... a cheat"" in testimony Wednesday to the House Oversight Committee.  In a book proposal Cohen sent to publishers in early 2018 -- before he was sentenced to three years in prison, partly for crimes related to his work for Trump -- the attorney promised a glowing picture of the real estate billionaire.  The manuscript was entitled ""Trump Revolution: From the Tower to the White House, Understanding Donald J. Trump"" -- and according to the Daily Beast, it was aimed at offsetting books deeply critical of the president.  The proposal was pulled back after FBI agents raided Cohen's home and offices in April 2018 in an investigation probing the attorney's taxes and hush payments he arranged for women who claimed affairs with the president.  ""Some time in early 2018, Mr. Cohen was offered a substantial advance for a proposal regarding a book on understanding Donald Trump,"" Cohen's lawyer Lanny Davis said.  ""Mr. Cohen ultimately elected not to proceed.""  In the months after the raids, Cohen went from being a close ally of Trump to a foe, providing testimony in a plea deal with prosecutors that the president ordered him to make one hush payment and reimbursed him.  Trump scorned him as ""a rat.""  Cohen eventually pleaded guilty to felony charges of misuse of campaign funds in the hush payment, tax evasion and lying to Congress.  In five hours of testimony Wednesday, he compared employment with Trump to working for a ""mobster.""  Republican lawmakers however attacked Cohen as an unreliable witness, citing his earlier false testimony, and accused him of trying to cash in on his work for Trump with book and film deals.  Cohen said there were no deals in the works, but confirmed he had been approached and was open to the idea.",https://www.ndtv.com/world-news/donald-trump-accuses-ex-lawyer-michael-cohen-of-perjury-citing-unpublished-book-2001510,01-03-2019,3:03:00+00:00
"NEW DELHI: Countering denials of the Pakistan government and military, Maulana Ammar, the younger brother of Jaish-e-Muhammed leader Masood Azhar , has in an audio confirmed that Indian fighter jets hit the JeM camp near Balakot in Khyber Pakhtunwa province of Pakistan.In a recording available on social media, the voice identified as Maulana Ammar decries the bombing of the  markaz  (a centre of religious learning) and expresses anguish over India striking a centre where jihad was being taught rather than the headquarters of an official agency. Today the enemy has answered all questions itself when the enemy crossed the mountains and entered our land and launched attacks on our Islamic centre,  Maulana Ammar said, adding  This is declaration of war by the enemy.  The speech is understood to have been delivered a day after the air strikes at a gathering of clerics at Peshawar  The Indian aircraft did not attack any safe house of any agency. It did not bomb the headquarters of any agency. They bombed a centre where students were learning jihad for the assistance of Muslims of Kashmir,  he said. He is heard saying that the students were learning all about making the distress of Kashmir their own.  This is not a jihad of any agency, by coming out of its territory to attack us, India has ensured we start our jihad against it,  he said.The Pakistan establishment and sections of western media have raised doubts over whether the bombs did strike the target but the recording seems to suggest that Jaish leadership does acknowledge the hit.Other reports have also appeared stating that there was a sizeable toll at the Jaish complex at a hill feature called  Jaba top  that was hit by smart bombs released by IAF fighters. A report in FirstPost said locals confirmed that ambulances carried away some 30-odd bodies. A former ISI officer  Col Salim  is learnt to have died in the attack .",https://timesofindia.indiatimes.com/india/indian-jets-hit-school-of-jihad-says-azhars-brother-in-audio/articleshow/68238334.cms,02-03-2019,0:50:56+00:00
"NEW DELHI: The computer memories of Spice-2000 precision guided bombs were fed with satellite images and exact geographical coordinates of the major Jaish-e-Mohammed training camp at Balakot in Pakistan before being loaded on IAF Mirage-2000 fighters at Gwalior for the February 26 pre-dawn strikes.So, when the  clear to launch weapons  signals popped up on the computers of the Mirage-2000 fighters, which were then   depending on their altitude and angle of attack   around 2 km to 10 km across the Line of Control into Pakistan-Occupied-Kashmir, there was little chance of the 1,000-kg bombs missing their targets. With their navigation\seeker systems, the fire-and-forget Spice-2000 bombs homed into the four to six targets selected within the JeM facility around 50 to 60 km away. The error margin was less than 3 metres,  said a top defence source on Saturday. The  before and after  images captured by the high-resolution synthetic aperture radars (SARs) mounted on  classified platforms  as well as Sukhoi-30MKI fighters, which were part of the  strike package , show the designated targets were hit with precision, as reported by TOI on Saturday.Though an accurate assessment of casualties on the ground is virtually impossible, the Spice-2000 bombs armed with  digital scene-matching area correlators  penetrated the roofs of the pre-selected buildings in the terror facility, which would have  killed all the inmates in them with shock and blast waves , said sources.Interestingly, the IAF also deployed  a decoy package  of fighters ostensibly headed towards the JeM headquarters in Bahawalpur in the Punjab province to lure Pakistani combat air patrols away from the actual  strike package  that had the Balakot facility in Khyber-Pakhtunkhwa province in its cross-hairs in the wee hours of February 26. This was in addition to the Mirage-2000s and Sukhoi-30MKIs, IL-78 mid-air refuellers and AWACS (airborne warning and control system) aircraft being deployed from Gwalior, Agra and Bareilly, instead of forward airbases, which took a circuitous route to the Muzaffarabad sector along the LoC to retain the element of surprise for the strikes, as was earlier reported by TOI. The decoy package of Sukhoi-30MKIs, in turn, took off from our Punjab to fake a strike operation towards Bahawalpur. Pakistan was taken in by the decoy formation and vectored its fighters in the air towards it,  said another source. Consequently, there was no Pakistani fighter anywhere near the actual strike package &  the closest one would have been well over 150 km away. This also nails Pakistan s claim that IAF fighters hastily dropped their bombs without achieving anything, much like its other factually incorrect statements like it did not use F-16s in the air intrusion on February 27,  he added.The IAF cross-border strike, and that too well inside Pakistan instead of restricting it to POK, has redrawn India s self-imposed red-lines, which earlier held that any use of airpower would be a sharply escalatory step in the complicated dynamics between the two nuclear-armed neighbours.  If the IAF had been told not to cross the LoC, like it was directed during the 1999 Kargil conflict, the weapons package to be used would have been quite different,  said the source.",https://timesofindia.indiatimes.com/india/bombs-used-in-air-strikes-had-jaish-coordinates-fed-in-little-chance-of-their-missing-targets/articleshow/68238146.cms,02-03-2019,0:12:02+00:00
"Wing Commander Abhinandan Varthaman | Photo Credit: IANS  New Delhi: Hours after Indian Air Force (IAF) Wing Commander Abhinandan Varthaman returned to the Indian side of the Wagah-Attari border Congress leader Salman Khurshid decided to take credit for the Wg Cdr s feat as a fighter pilot and his swagger while being in the enemy captivity.  Taking to his Twitter handle, the senior Congress leader tweeted: ""Many kudos for Wing Commander abhi Varthaman the face of India s resistance to enemy aggression. Great poise and confidence in face of adversity. We are proud that he received his wings in 2004 and matured as fighter pilot during UPA.""  Many kudos for Wing Commander abhi Varthaman the face of India s resistance to enemy aggression. Great poise and confidence in face of adversity. We are proud that he received his wings in 2004 and matured as fighter pilot during UPA   Salman Khurshid (@salman7khurshid) March 2, 2019  The IAF fighter pilot was freed by Pakistan yesterday, after being held in their custody for two days.  The whole nation was touched by his exemplary courage and dignity with which he carried himself while being in custody. The fearless pilot displayed exceptional courage after he was captured by the Pakistani army. The video in which he can be seen drinking tea while having a conversation with the Pakistan Army Captain went viral on social media and everyone lauded the Wg Cdr for his daring.  After Abhinandan s MiG 21 Bison was shot down he didn t lose his presence of mind and not only fought his captors but also swallowed the crucial documents related to the mission.  This is not the first time that Congress has been called out for its insensitive and inappropriate tweet. Last year, the grand old party s condolence message for Sridevi's death saying that the actor was ""awarded the Padma Shri by the UPA Govt in 2013  invited flak from Twitterati.",https://www.timesnownews.com/india/article/iaf-wing-commander-abhinandan-varthaman-upa-congress-salman-khurshid-pakistan-india/375633,02-03-2019,9:16:00+00:00
"Derek O'Brien accused Amit Shah and Prime Minister Narendra Modi of playing ""divisive politics""  The Trinamool Congress on Saturday accused BJP ministers of ""leaking exaggerated numbers"" to the media about the casualties in the air strike in Pakistan.  The Mamata Banerjee-led TMC also claimed that no statistics given by the central government can be taken ""seriously"".  Security forces have not officially attributed any number to those eliminated in the strike, Trinamool Congress national spokesperson Derek O'Brien posted on Twitter.  ""IAF has been very consistent: ""No number"". So why did a BJP mantri or two leak exaggerated numbers? And Delhi media fell for the numbers. Can one take any statistics this govt gives out seriously? Journos? Or slaves to propaganda aka sources?,"" he tweeted along with screenshots of TV news reports quoting sources as saying 200-300 Jaish-e-Mohammed terrorists were eliminated in the strike.  Later in a statement, O'Brien accused BJP president Amit Shah and Prime Minister Narendra Modi of playing ""divisive politics"" over the issue.  ""Look who has the gall to talk about ''vote bank politics''! Amit Shah and the BJP are the nastiest proponents of divisive and hatred politics.  ""We will not listen to his lectures on patriotism. Our armed forces belong to India, not to Modi-Shah-BJP,"" he said.  The comments from the TMC leader came a day after party chief and West Bengal Chief Minister Ms Banerjee demanded proof from the government of the impact of the strike on a JeM camp across the border.  The strike came after the Pulwama terror attack on February 14 in which 40 CRPF personnel lost their lives.",https://www.ndtv.com/india-news/trinamool-congress-accuses-bjp-minister-of-leaking-exaggerated-numbers-of-air-strike-2001806,02-03-2019,8:57:00+00:00
